Author ID,Author Nickname,Author Type,Author Headline,Likes Count,Thanks Count,Comment Count,Content
c2024bf8491c4bcb2075aa595d4a081f,知乎用户哞,people,,0,0,0,1.不增加收入2.不降低房价3.不想让提前还贷解决的路子是拉股票，让股票收益率跑赢存款或者贷款。问题来了，这个过程如何持续，谁掏钱出来。
043d9048e4314880ff04cfa6f88cd1fd,家国之忧,people,,0,0,0,（）òᆺó-一下车u
77c3191c526b1a6a419bcddb04a7af13,陈路,people,文科生进化论、研究、总结、分享文科生的职业生涯相关。,131,4,26,好，很好，非常好。从前行长公开喊话“警惕通缩”，到与东大历来关系很好的三大投行集体喊话“不看好今年完成5%的目标”。问题已经被摆上大众台面。很显然有人向庙堂吹风“资产负债表衰退”的风险了。东大至改开后，还没有无法完成GDP任务的时候。于是突然间集体转向。于是第一次庙堂在9月份突然召开经济工作的部署。（通常与经济相关的会议是4月份，7月份与12月份，分别对应上半年，下半年与来年的经济工作部署。）而且刺激市场的思路，完全转变。上半年的经济中心，还是“固本培元”老一套，还在大力补贴工业生产+外贸拉动，但经过大半年，大家发现PPI/采购经理人指数，依然哗哗往下掉，然后整体工业的利润同样下降，投资也再下降，这就明显不是拉工业能完成的任务了。于是开始全面转向：不论是股市的刺激，还是楼市透漏出来的口风，指向都是一个：避免资产负债表继续衰退。东大全社会700万亿的资产，房子占据60+%，既差不多450万亿，如果这部分财富大幅度下降，意味着人民会陷入由于财富幻灭的巨大不安。关于房地产的措施：房地产市场止跌回稳：对房住不炒政策的彻底扭转，经过8年，房地产政策又要开始大转弯了。这里面本质的转变是什么：是房地产的主导权基本已经完成从地方主导到ZY政府主导的转变。陈路：央行表示「创设新的货币政策工具支持股票市场稳定发展」，释放了什么信号？以及为什么我建议年轻人尽快去大城市。下面就是ZY层面主导楼市的具体措施（与之前放手地方自主开发相比）：核心是2条：严控增量: 哪些地方允许开发，哪些地方不允许开发，是需要安排的，结合大城市核心城市群的战略，二线以下就不要想新增开发了。加大“白名单”项目贷款投放力度，支持盘活存量闲置土地: 地方政府不要再玩以前城投-地方银行-地产商那种左脚踩右脚直接上天的把戏，只有白名单的企业是得到支持的。优化存量，提高质量：题中应有之义，不多解读。市场会怎么看：信心不是那么快能恢复的，经过8年时间的折腾，大部分人还是会非常小心，整体而言楼市还是继续阴跌下去，所有人都明白，这次政策的调整不过只是催化剂而已。未来政策如何走，财政的钱具体要如何花，花在哪里，要去如何监管才是关键。股市可以短期博弈，楼市还需要看长期。
2b640588435daea964d640dd6d63a864,方天成,people,,0,0,0,明牌已经打出来了，大家可以自己分析，力度还不错，资本市场很快得到高调回应，房地产市场相信随后起效。更重要的是“加力推出增量政策”。如果大家觉得还不解渴，还有哪些增量政策值得期待？如何做到精准有效，更加直接的解决当前所面临的困难问题。其实会议通稿中也已经有了答案，就是要保证必要的财政支出，保障基层经济基本运转。并帮助困难企业渡过难关。要实现这一点并不容易，必须有一个切入点。现在有这么一个点，可以说关乎基层经济运行的全链条。那就是帮助国企和基层z府解决拖欠企业工程款问题。有的项目工程可能还没有到结算期，不一定是欠款。但也存在不按节点付款、久拖不结算的情况。简单的说，就是解决各类工程欠款问题，包括三角债、历史欠债等等。不是他们不想结，确实这些年强化投资，建设规模太大，没有足够资金来保障支出。这些欠款的对象，绝大多数都是民营企业，各种施工方、材料商、机械物流供应商等等，还有一些工人工资。上面通过发行专门债券或者按比例补助的方式，为他们输送金融活水。尽快的让资金流转到各级民营企业和千千万万的家庭，从而增强社会运转和投资活力。同时也可以使政府投资项目持续运转起来，带动大量社会投资。这是件大智慧的事，会议其实已经提到，国家发债的实践层面也有操作，但规模太小，应该加大力度。
edaaf552a1a6ea0cf9094e7e24863e8b,记录者2023,people,,0,0,0,一起坐火车吧，朋友们哈哈哈https://www.zhihu.com/video/1823388888699392001
4f8b5e183db724ccd851778727f3c02c,毛毛雨,people,,0,0,2,先说结论：人口流失的小二线城市能企稳就谢天谢地了。人口稳定缓慢流入的一线城市，不会有普涨行情，但分化行情一定有！说说我身边不同层次人的想法。住小房子的：“现在在这房子里头过度一下，完了换个大点好点的房子。”住大房子好房子的：“房子只要别跌的太快，就没必要卖，我是为了住的，不可能卖了再去租房。”没房的：“房子会暴跌，跌到以我的收入能够得上的价格，我还不买那种垃圾小区，我要用我手里的这点钱一次性买个大的好的！”从这一点可以看出，现在是经济太差遏制了大家的购房需求，但是一旦经济回暖，大家还是有需求去置换一套不错的房子的。再说说很多这么多年坚持不买房的傻空，本质上他们承担不了一丁点风险，所以哪怕有个80%概率能获得100%的回报但有20%概率要承担30%损失的机会放在他们面前，他们都不敢，所以有时候贫穷是有原因的。回顾过去的时间，在80%的时间里他们都是对的，他们在底部区间大肆嘲笑去积极抄底抢筹的人，却在资产刚开始上涨的时候一边后悔，一边又痛骂抄底的人，诅咒他们资产归零。这种人，我在知乎见太多太多了，9月初大概2700点我全仓恒生中概去抄底，写过几篇分析股市的文章，结果很多人追着我骂，诅咒我血本无归，结果呢？扯远了，说回楼市。我是觉得如果不想润，就做好资产配置。房子、股票、现金、黄金都可以做一定比例的配置，根据经济周期去调整仓位就够了。现阶段看清国家的意图，国家是想让80%的房子剥离金融属性，实现居者有其屋的目标。但与此同时，也希望让20%的房子，继续保留金融属性，避免在房地产市场出现资产荒的现象，从而让有钱人心甘情愿的把钱投入其中，防止资产外逃。以我所在城市西安为例，谈谈未来可能发生的场景。碑林、莲湖、新城以及完全开发完成的未央和雁塔，二手房价取决于租售比，没什么想象力空间，等老人慢慢都离开了，房价会进一步下跌，直至达到每年租金大概是房价的3%左右的水平。觉得我说的不对的，思考一下你和你的孩子买房会不会选择这里的二手？所以这部分以后如果有人愿意接盘一定是看上了不错的租金回报率。经开核心地段价格稳定问题不大。草滩高铁新城当下有些贵，极度依靠未来的投资强度。港务虽然未来可期，但二手房当下太贵了，之前在“港务篇”的文章里头分析过，有需要的自己找我的文章。曲江会极度分化，而且未来分化行情依然不会停止，部分误伤的房子怎么跌下去以后还会怎么涨回来，之前也详细分析过，自查。高新会高度分化，产业是高新的基本面，未来20%的能保留金融属性的房子有一大半会来自这里，见我置顶。最后西咸，浐灞航天之类的，就坚信我国能赢得这场贸易战的胜利吧。当然，作为投资产品，房子的表现确实烂到爆，即便极少数有机会的房产，长期回报率依然很大可能跑不赢银行定期。
707bee22a7cdcd1539922963e4254461,梏权,people,夫唯不争，故天下莫能与之争,1,0,0,放心好了，救的是房地产不是你的房产
5f12511e29535338561320362b4677a2,木木,people,我是木木，一个拥有治愈能力，热爱美食与旅行的美少女。,0,0,0,政治局26日会议罕见大篇幅部署房地产，此番会议的不寻常之处主要体现在召开时点和部署楼市的方式上，同时会议中也提出了一些值得关注的政策新提法。不寻常之处1.召开时点不寻常：按照惯例，中央政治局每年以“研究经济工作”为主题的会议通常安排在4月末、7月末和12月中旬。然而，此次会议却在9月下旬召开，这一时点选择颇为特殊，显示了中央对当前经济形势的高度重视和敏锐察觉。2.部署楼市的方式不寻常：会议不仅大篇幅部署了房地产相关工作，还提出了一系列新的政策措施，显示出中央对稳定房地产市场的决心和力度。这些政策措施更加具体、更具针对性，旨在切断预期疲弱和量价下行的负反馈循环，促进房地产市场止跌回稳。值得关注的政策新提法1.对商品房建设严控增量：首次提出对商品房建设要严控增量，意味着各地将严格控制新增供地和新房供应上市，以缓解库存压力。这一政策新提法有助于提振市场预期，促进短期止跌企稳。2.调整住房限购政策：会议强调要回应群众关切，调整住房限购政策。当前，国内仍有限购政策的城市主要集中在一线城市和部分重点二线城市。预计未来这些城市的限购政策将进一步优化调整，以释放合理的住房需求。3.降低存量房贷利率 ：会议提出降低存量房贷利率，以减轻购房者的还款负担，刺激购房需求。这一政策新提法有望很快落地实施，对稳定房地产市场具有积极作用。4.加大“白名单”项目贷款投放力度：会议要求加大“白名单”项目贷款投放力度，以支持优质房地产项目的资金需求。这一政策新提法有助于改善房企的流动性状况，控制相关风险，推动房地产市场健康发展。5.优化存量、提高质量：会议还提出对商品房建设要优化存量、提高质量。这意味着将对现有的存量住房进行升级改造、改规划盘活利用等，同时提高新建住房的质量和配套服务水平，以满足人民群众对美好生活的向往。综上所述，政治局26日会议在房地产领域的部署体现了中央对当前经济形势的高度重视和积极应对态度。会议提出的一系列政策新提法具有针对性和实效性，有望为稳定房地产市场和促进经济平稳健康发展发挥积极作用。
6df4b0594773014a5fa03203a027f603,惠民之州,people,,1,0,0,靠房地产拉动经济，广大底层百姓没钱了和想明白了，这招预计没多大效果。行至今日之困境，一或是科技创新突破，这个需要时日，也太难；二或是榨富济国，既平衡国内各势力，又可缩小贫富差距，非常时期古今中外均采此招。
0e96484d1e154e598aa5f08388d71684,飞火流萤,people,,2,0,0,预期管理罢了，毫无新意。1.9月召开特别会议讨论经济问题，说明政治局意识到了当前问题的紧迫性。2.从公告措辞来看，并没有意识到问题的症结，或者说目前无法从根本上解决问题。当前房地产走弱的根本原因：（1）居民部门负债率过高，过去20年杠杠率飙升达到了系统性风险的边界，居民部门自主去杠杆。债务扩张是现代国家发展经济的重要动力，经济发展周期就是债务扩张和收缩的周期。（2）经济增速降低的同时，经济增长的质量和结构性问题浮出水面，靠投资拉动经济增长给社会带来的溢出效应减弱甚至转负，大部分居民收入增速跑输通胀，且裁员潮未消失，居民消费和投资意愿薄弱。（3）房地产失去了作为收益稳定的理财工具的地位，投资房地产期望收益过低，早几年进去的短期资金被套牢。因此在不解决以上问题的前提下，任何政策都只能波段性地稳住市场走势，在市场消化完短期利好后，一切都将继续沿着原来的趋势走下去。
54dfd2a4fb26533c0b8a9fc6618f94f9,扇贝又回来了,people,克莱登大学文学博士,1,0,1,美国刚降息，这边房股汇利好频出，各种政策大门都放开了。老美那边，《爱国投资法案》已经提了出来，规定不准投资中国，限制资金外流。中美抢钱大战，开始了。很多人开始弹冠相庆，感觉他们太乐观了。如果老美不能控制资金外流，可能就会在亚洲周边搞事情了，届时，通过代理人的局部热战可能要开启了。
ae2218a01a5f2817d31001ea529859a6,1th22mEsay,people,因为害怕就不说等于永久禁言,1,0,5,中秋节回家又跟亲戚交流了一下，我绝对他们的想法至少代表了60%的普通中国人，尤其是80后这一批农村出来的中年以家庭为核心。我说你桌子冰箱用这么久了，电视机也坏了为什么不换一个，我舅妈说要攒钱，给两个孩子上学。我说一个已经上大学了，一个考上免费的高中了，为什么不改善一下生活条件。舅妈说：房子要还贷款，还没还完。我说房贷早晚有还完的那天，她说到时候就老了，攒点钱回家养老了。随便走走就行，我说你不出去吃吃喝喝吗，现在还年轻，吃什么都有胃口，也没有忌口，还能玩玩过山车，还能换个空调冰箱洗衣机，享受享受多好。她却认为，只要把钱还完，自己攒一点点，剩下的都给孩子就行了，不会享受，不愿意享受。我舅也来跟我说话了，你呀，还是要自己买个房子，成个家啊，买了就是自己的为什么不买。我说，我有钱住好的，没钱住差的，我手里有钱才是王道。至于说成家，我自己就是家，哪里有我就有家，如果成家不能带来物质生活的提高，为什么要成家，问我老了怎么办，如果我年轻的时候能轻松二十年，老了困顿几年怎么了，就算有小孩子，小孩子就一定会管你吗？写了一大堆没有用的，其实就是说，不管你发不发钱，放不放水，还是怎么刺激，都没用，他们是不会消费的，君以此兴，必以此亡，靠着房地产高位抛盘刺激的经济，也必然因为房地产这个行业百草枯而衰弱
21adf211a0c9f4fb4db361cf98440f5d,今天不在地球,people,,3,0,0,无论什么提法，只要没有涉及分配 ，那结果还是一样的。
df9d2217a8c8159722ebba7e559e6da7,散漫杏子,people,never get up(√)状态。,1,0,0,回答各式各样都有，人生百态，有看短期的有看长期的，赚钱的刚需的，很多信心不足很多信心很足，或直接躺平或鼓吹经济上涨。房地产牵扯如此多的民生表现，多少也能看出一个行业牵扯太大其实是不正常的生态。国家做法是堵漏，其实建议堵不如疏。民众关切的点：工作就业怕35岁后被抛弃怕学无所用，生活怕养不起自己家人，怕结婚是轻易走不出的困局，怕房车成为越不过去的大山，这些保障问题应该是基础必备而不是阶段性必须考虑的生存问题。搞大城市大城镇，所有的问题所有的人员因集中而产生，也因太庞大不敢轻易下药，如此频繁，如此力度，如此长期的政策出台各种政策，不怕政府多调试，中产及以上的大概也能经得起各种试炼，就怕底层大多百姓多脆皮，没折腾几下就没了。房子会老化会损坏，需求长期存在，房地产注定是不会消失的，只希望它能回归健康发展。密集居住区
fa7ab324a8bb430e74ae46291cf55c29,54-by,people,从今天起，读书、旅行、敲代码，,0,0,0,想一出是一出。
1a5989a4054cfe1c2ab413e699d2bebb,fddchdzvvbhuyy,people,,0,0,0,新的风暴已经出现，怎么能够停滞不前。微笑面对危险，梦想成真不会遥远。
