Author ID,Author Nickname,Author Type,Author Headline,Likes Count,Thanks Count,Comment Count,Content
b9ba34a4bc0e0316900e9f0ceafec60b,蔡蔡,people,,398,10,182,认真看了一下发生事故时的视频，且翻看了事故发生地点的卫星图。这是一段道路相对较为宽敞的双向8车道的农村公路，但是参照二级公路标准建设，设计时速为40～80km/h。所以最大限速应该在80km/h以下。通过卫星图可以看到，这个路口并不存在红绿灯，可能因为是农村公路的原因，道路在这里设置了一个人行道。在没有红绿灯的路口设置人行道，是发生故事的首要原因，这里的村民想要出行，必然要在没有交通信号灯的情况下，横穿马路。发生事故的原因二，su7车主新提的车，可能是专门找到这样一条宽敞且偏僻的道路，来体验其加速性能，车主高估自身的驾驶技术，超速加之错误操作是导致车祸发生的主要原因。电动车并不存在过错，这样道路设置，使得他们必然需要横穿马路，只是她们低估了来车的加速速度，可能平常他们目测能过，但很不幸，这次的小米汽车加速快且超速了。对在车祸当中的逝世的死者表示惋惜，同时希望所有su7车主要认真审视自己的驾驶技术，不要没事就在哪哪按一下3秒真男人，车祸的发生往往不是你能轻易掌控的，希望所有的车主能尊重所有道路交通参与的生命和安全。同时希望公路交通规则的制定者，认真评估一下，在这样的一个快速道路中间，设置一个没有交通信号灯的人行道是否合理。
450c3f3c669aa521a4546cffe1d7d569,雾雾雾,people,什么都木得,132,0,109,其他地方都吵翻了，围米救华，围华救米，梦想悄悄装死，未来一句话不说，撞羊发短信（疑似公关手法），六个小时六个回答，十月份两起了这两天有人统计了某厂商车祸的时间表如果是真的，车企真的应该出来宣传一下行车安全，车最主要的就是交通工具，不应该过度宣传加速，想体验速度，去赛车道跑，赛车手都控制不住，别说新手司机了应该设置一个考核，设置一个开两千公里解锁5秒加速，跑五千公里解锁三秒加速，现在的新手模式买车的看都不看，直接一键狂暴一点措施都不弄，车企还整天宣传加速，一点社会责任感都没有
3b8ecacdc16af210e9b753e327870e12,半夜两三点,people,小小工程师,123,0,33,超速没跑。撞电动车，主责（应该上不到刑事责任）。撞行人，全责（有刑事责任风险）。这不是赔不赔钱的问题，这是要不要背刑责的问题。电动车的话，拉扯一下疏忽观察、让主路（未推行）等等。虽然超速了，但考虑到对方责任，应该没什么刑事风险。但你避让电动车撞行人，这就是本身超速在前，还操作不当在后，交通意外致死的刑事责任可能性非常高。赔偿的话，三者应该有300吧（这价位的车应该不会就买个100吧？），法定内的赔偿金额应该够，但有刑责要谅解的话就要另外给钱了。看行车记录仪的记录了，如果有明确到超速的话，起码也得缓刑。PS：不解一个问题，试车为啥不去高速或者封闭路段。车主没走过这种乡村道路吗？太大胆了吧，我这种路况，视野不是完全无遮挡的话6-70就撑死了。
fda4783a447105123ed6b30e44621c9c,越城李某某,people,止于至善！,92,3,22,希望这个妈妈平安！可惜离得远，否则我也去捐血！但愿上苍给她留下一线生机。家人已经失去了姐姐！事故的原因从公布的视频上看，肯定是小米汽车全责。一、虽然是三轮车从旁边横插过来的，但这个地方本来就是设置了一个道路交叉口的。还有明显的车让人等标识。但这个小米汽车并没有刹车制动的动作，车速相反还越来越快。按照道路交通法的规定，在通过路口时，机动车驾驶员应当仔细观察路况，减速行驶，确认安全后再予以通过。同时，法律规定，机动车在通过有相应标识的路口时，应当遵循标识的指示行车。此路口有“车让人”的标识，原则上机动车应当停车等行人通过路口后再予以通行。即使这个人骑三轮车未下车推行，严格意义上不属于行人，但从礼貌和安全的角度上，都应该让其先行。可惜，这个驾驶员都没有做到法规的要求。最终酿成了悲剧。二、从直观的感觉看，这部小米汽车已经超速行驶了！在视频中可以看到，这部小米汽车仿佛屁股后面着火一般拼命向前驶去。不知道的人，还以为他家着火了呢！在城乡结合部，有行人交叉的地方以如此高的速度行驶，是对驾驶者自己及路人的极度不负责任！三、不知道是车辆的原因还是驾驶技术的原因，在事故发生后，驾驶员存在严重的操作失误。其必然是在高速行驶的情况下，猛打了方向。从而造成了车辆的来回弹跳。这是惊慌失措没有抓住方向的典型特征。瞬时加速越来越快，固然可以给驾驶者以快感。可是，不讲后果，不计路况随意加速，超速行驶，最终受害的是无辜的人员与家庭！
f7e6c6b2b86776c3bb4bd3a40e1baf3d,薇小易,people,英语学习，阅读，美食,66,4,75,陕西西安，一辆小米su7在行驶过程中，突然闯入一辆电动车，车主为躲避操作失控，最终撞向公交站台，导致1死1伤，其中受伤的母亲11处骨折!电动车直接横穿马路，汽车紧急躲避猛打方向导致车辆失控撞向公交站台，这么看来小米汽车司机还是挺冤的，至于汽车超速是否就要看汽车后台数据了。公交站台等待公交车的母女简直是受了无妄之灾，其中死亡女子还有两个上高中的孩子。我们可以看到，站台和车辆受损极其严重，地上还有血迹。肇事车辆是小米SU7，两个无辜的路人被撞倒在地，躺在血泊里。遇难者家属声称，姐姐不幸遇难，妈妈急需输血！当地村委会也发了紧急献血通知，呼吁大家为65岁的受伤村民邵某某献血，情况真的很紧急。交警第一时间，赶到了现场处理，事故原因还在调查中。从已公布的视频来看，事发经过大致如下：小米SU7在道路上快速行驶时，一辆电动车突然从左侧冲出，两车发生第一次碰撞。随后，小米车辆失控冲上道路中间的隔离绿道，发生第二次碰撞，最后向右撞上公交站台，造成第三次碰撞。不过受损成这样，su7没有起火，也算不幸中的万幸了。对于这起事故，有网友是这么说的，认为电动车随意横穿马路是主要原因，别觉得电动车小，就可以随便窜来窜去的。马路上大家都不容易，要互相体谅，遵守交通规则。也有网友也有人指出小米车辆可能存在超速行驶的问题。具体情况，还是要以官方通报为准。
2aaf520fa37bec5e0ef5a3dd3d7e115e,凤舞九天,people,哪有什么乌粉、都是美粉恨国党尔,51,0,18,没热度吧，是实话和车关系不大，但是鬼火车配鬼火少年不出事就怪了
35312c7c49b6780bb3f6b88d60087487,龙晶大善人,people,抓紧扶手，向右转喽,49,2,6,还是等官方调查结果吧，不妄自揣测。第一时间联系了当地的相识和两家公司，有四十二个血型相符且有能力和意愿的，但想到被米粉骂是海狗，觉得还是别多事了。到时候万一被骂是“海狗故意反串买小米汽车为了黑小米，结果玩脱了…”（有先例，如图），那就说不清了。所以，还是在知乎上表达祝福吧：希望越来越好。
ee19d40c7f511477b31eb6669879ba6b,晓风小轩,people,,42,1,17,已经关了好几个了，小米牛逼，问界出事动不动就是全省短信通知呀
e090e02fb9e31ee6779a39bc8e9efcd1,君子不器,people,春困，夏乏，秋惫，冬倦,41,1,0,大部份车祸都是驾驶员的问题。性能越好的车越要稳重的心态和稳健的技术。想体验极致性能的去赛道等专门的场所。双标是一种无行为。
74270cc97afb5adf244a70a3e7e9a972,designer.Z,people,室内设计师/心理学爱好者,31,1,8,  这个事情原则上小米是没有责任的，但是米孝子能不能别扯鬼探头？开过车吗这么远的距离叫鬼探头，那真正的鬼探头算什么？  只能希望小米能配好一点的主动安全配置，友商的服务器能用，友商的主动安全配置不能用？宣称的120公里好像也没用嘛，希望小米以后能加强一些这方面的问题，毕竟米车数量越来越多，就算我是路人也希望安全更好啊
