Author ID,Author Nickname,Author Type,Author Headline,Likes Count,Thanks Count,Comment Count,Content
ec850e348ce8c60f837c7e1e2d05bb00,龙开,people,星球龙开宏观经济大数据，用数据指引趋势,1266,21,156,老马是讲话大师，老会阴阳了，你被卖了还帮老马数钱！上次夸中国电动车发展速度飞快没有贸易壁垒会横扫世界，刚夸完欧盟就对中国电动车增收反倾销税，马斯克意思是需要欧美给中国电动车赶紧上难度加贸易壁垒。这次夸中国工业产能远超美国，结合美国大选就知道马斯克要干什么了，美国大选骂中国是政治正确，你看马老师认证美国工业产能远超美国，那美国不得给中国上上强度吗，知道美国最近的反华法案有多少吗？25个，这25项反华法案包括“生物安全法案”、“反制中国无人机法案”、“脱离外国敌对电池依赖法案”、“保护美国农业免受外国对手侵害法案”、“国土安全部限制孔子学院和中国相关实体法案”、“结束中国电动汽车在美国主导地位法案”、“打击中华人民共和国恶意影响基金授权法案”、“科技协议强化国会通知法案”。“台湾冲突威慑法案”、“防范经济间谍法案”、修订“研发、竞争和创新法案”的法案，以澄清外国的定义，以限制外国人才的恶性招聘，以及其他目的、“外国对手通讯透明法案”、“出口管制执行和加强法案”、“远程访问安全法案”。“路由器法案”、“中国货币问责法案”、“制裁名单协调法案”、“香港经贸办验证法案”、“保护全球电信法案”、“太平洋伙伴关系法案”、“通过提高出口管制透明度保持美国优势法案”、“保护美国创新和经济安全免受中国侵害法案”、“未经参议院批准不签署世卫组织大流行防备条约法案”这些法案全部通过，而且按照经验美国会进行长臂管辖到第三国执法，中国相关企业和企业人员出国业务必须小心谨慎，尤其去欧美日韩要小心被钓鱼执法。
652769e677b0375285ea58a2e2e3354d,DeepSky,people,非典型游戏策划……新冠感染次数:1,901,42,123,差不多同一天，马斯克还发了这么一条推：这就巧了，因为一年前我还真就基于“发电量”和“卡尔达肖夫指数”，关于供应链和工业产能写过一篇文章：DeepSky：【回档】美国所主导的供应链转移成功了吗？可能只要是基于“第一性原则”做分析，就会很趋同吧~（摊手）结合一下马斯克原推的上下文，从原文章里引用一段，稍改几个字，就很适合回答这个问题了：在中国境外根本找不到可以匹敌的供电能力。就算我们魔法般地把处于中国境内的所有工业产能设施都瞬间传送到海外，这些设施也会因为供不上电直接停摆。这是非常硬性的物理约束，无论美国的政治意愿多强烈也无法改变这一点。顺便一提，中国在2023年不仅继续维持了大幅度的发电增长，而且绿色能源发电量首次超过新增能源需求，实现了历史性的碳排放下降。考虑到中国新能源产业的发展趋势，中国很可能已经在2022年实现了碳达峰，比起官方制定的计划（2030年）足足提前了8年而马斯克这么评价中国工业产能，属于“春江水暖鸭先知”了，也就没隔多久，他又发了这么一条：祝贺特斯拉上海工厂向海外市场出口第一百万辆车
d278c05c7b0349f24b448a728e067072,申鹏,people,普通人,394,10,57,自电气化革命以来，发电量基本上就等于一个国家的工业实力了，因为整个社会的一切工业生产，都是靠电来运行的。搞基建、造汽车、造芯片、造导弹、造航母、甚至是跑AI大模型……都需要充沛的电力。2023年，中国的发电量达9.4564万亿度，是美国的两倍，是世界的三分之一，而我国的工业总产值占世界的35%，这个数据是对的上的。但真实差距比这个还要大，因为中国的发电量是不断增长的，而且中国的工业用电量远远超过美国……中国工业用电超过美国，成为世界第一，已经20多年了。2001年，我国的工业用电量突破1万亿千瓦时，超越美国，登顶全球第一。此后20年，美国的全社会年用电量虽然从3万多亿千瓦时增长到4万多亿千瓦时，但工业用电量一直保持在1万亿千瓦时的规模。近三年美国工业用电甚至在稳定下滑，2022年美国的工业用电量为1.02万亿千瓦时，比2020年还减少了5%。2023年，美国工业电力消费量为10150亿千瓦时，继续减少。自2000年起，工业用电占比逐渐从31%下降到2023年的25%，远低于居民与商业的用电量。2023年，中国工业用电量为60745亿千瓦时，是美国的近6倍！另外，美国的电力基础设施建设落后，几十年不更新，陈旧的电力输送网络甚至造成大面积断电事故以及损耗浪费。而在中国，特高压输电技术已经成为最常规的长途输电技术，光电、风电的大规模运用，让电力极为充沛，甚至要不断发展储电站来储存用不完的电能。不过美国的居民用电量倒是不小，除了他们全年不关空调、不关电灯各种奢侈浪费之外，还因为目前大麻产业的繁荣，有大量的人在自己家里弄个光照房专门种大麻……这算工业用电、农业用电、还是生活用电？2023年中美两国主要工业产品产量对比如下：1.钢产量：中国10.2亿吨，美国8000万吨；2.发电量：中国9.5万亿千瓦时，美国4.2万亿千瓦时；3.水泥产量：中国20.2亿吨，美国9000万吨；4.造船业完工量：中国4232万吨，美国60万吨；5.汽车产量：中国3016万辆，美国1061万辆；6.工业机器人产量：中国43万套，美国4.4万套；7.光伏装机容量：中国2.17亿千瓦，美国3500万千瓦；8.电解铜产量：中国1300万吨，美国110万吨；9.电解铝产量：中国4159万吨，美国211万吨；10.电脑产量：中国3.3亿台，美国7000万台；11.原煤产量：中国47.1亿吨，美国5.2亿吨；12.高铁总里程：中国4.5万公里，美国2500公里；13.高速公路总里程：中国18.4万公里，美国10.6万公里；14.铁路货物运输总量：中国50亿吨，美国20亿吨；15.成品钢材产量：中国13.6亿吨，美国7000万吨……几乎一切和生产生活相关的指标，中国都超过美国，很多领域，中国产量是美国的几十倍，就连人均蛋白质消耗量，也超过了美国。然而即便如此，中美GDP差距还拉大了。由此可知，美国遥遥领先的，是“做账科学”。
3a175d31e77ad9eaca233bd97564da50,哲宇可淇,people,知势榜成长榜答主，国际物流咨询服务，生活经验交流,299,14,52,我们都知道，工业生产活动是个高耗电的行业，这些活动需要大量的能源支持。而高发电量通常意味着该国有着大规模的工业生产和消费活动，发电量确实在某种程度上可以反映一个国家的工业实力。2011年，中国的发电量首次超过美国，成为全球发电量最大的国家，而后就像美国网友所说，在发电量方面中国一直保持着对美国的领先优势至今。但是发电量并不能完全代表一个国家的经济实力，像部分欧美部分发达国家，他们的经济已经完成了转型升级，工业活动占GDP的比重在减少了，发电量自然也是在减少。中国作为作为制造业大国，工业活动依旧频繁，庞大的体量催生了巨大的用电需求，发电量领先于其他经济体并不意外，但这并不能表明我们的经济实力就比他们强。马斯克的言论，表面看是在赞扬中国的工业成就，实际上更多的可能是在提醒美国政客和美国人民，需要关注中国在工业制造领域的增长态势，这对美国或许是个潜在的威胁。中国在发电量上的领先地位显示了我国强大的工业基础和工业规模，但是高发电量的背后也意味着需要更多的能源来支持经济发展，同时还得兼顾保护环境的任务。近年来国家在大力发展清洁能源，增加了对太阳能、风能和水能等清洁能源的利用，减少对化石燃料的依赖，保能源稳定供应的同时，还要保证能源的安全可靠。截至2023年底，我国清洁能源发电装机占总装机的58.2%，新增清洁能源发电量占全社会用电增量一半以上。由此可见，绿色能源是接下来一个不错的投资方向，2023年中国能源转型投资达6760亿美元，是全球能源转型投资最多的国家。马斯克的言论更多的是说给美国人听的，但是我国的工业产能超过美国已是毋庸置疑。需要注意的是，我国的产业还需要做进一步的升级，高附加值的产品才能增强我们的竞争力，提高我们的利润，只有追赶先进性，在性能方面超越才算得上真正意义上压制性的超越。目前来看，我们距离这个目标还有一定的距离。同时对于中国来说，如何平衡发电量的增长又兼顾好环境保护的需要，是实现未来可持续发展的必然要求，这是一个长期和复杂的任务，需要全社会去共同努力。
3559cc6bf824836c21fc8e0f66ac5703,大舌头,people,散人,205,4,30,马斯克上一次讨论中国说的是，中国实际经济规模大概是美国三倍。发电量和工业实力挂钩是我们已经逝去的非常优秀的总理提出的，叫克强指数。当初提出的时候被人一顿阴阳，但是经过这十年证明，他的理论是对的。中国用电量已经是美国两倍，9.2亿千瓦时，美国4.0最近几年不断下降（其中22年美国4.5今年大幅下降，说明工业也不短下降，问题美国提出了工业回流）。中国占比世界31%+美国是15%不到其中工业发电量中国很远高于美国，而美国人均耗电量是中国五倍，可以说极其铺张浪费。更致命的是美国电器线路老化，很多的地区和项目根本不能做了，系统性崩盘了已经。对投资者来说是明摆着的事
6d459e34a759e27c2529968571f2e0ea,临沂秦叔宝,people,键政者136,103,3,52,这是个物理常识，没有什么可看的。中国电力已经是排名第二的美国，以及排名第三的印度之和。第四名应该是俄罗斯。。。。所以，马斯克如果要流量的话，提俄罗斯似乎更为劲爆。工业产能，和电力并不见得有100%的关联。美国在海外有大量的工厂，上海通用的工厂，就是在用中国的电力，为美国创造产能和利润。如果一定要有启示，应该是计算全中资企业的用电量，而非国家用电量。越南和印度这些年发电和用电也快速增长，也只是做代工，产能事实上也大多是外国收割。单纯的工业数据，已经没有工业革命初期那么重要。
6510a670dfd27b294d2337287642d59a,现实主义理想者,people,5G坚定支持者,65,2,12,这有啥可惊奇的，马斯克这不是说的大实话么？现如今，美国制造业大环境已经烂成什么样？富士康工厂屡屡受挫，这倒也罢了，本来技术含量也没那么高；光伏产业全线溃败，这也是没办法的事，全球的光伏产业基本都被国内卷崩了；其他还有工业机器人、动力电池、显示面板等等也都不多提，美国本土长期缺乏积累，产业链也没法从天上掉下来。至于其他劳动力密集型产业更别说了，所谓“制造业回流”追求的也不是这些低端产能。可是军工、造船、航空航天、半导体制造，这些高精尖领域都是美国的根基吧？军工生产直接关系到美国的军事霸权，可现在折腾成了什么样？无人机产能爆不出来我就不说了，毕竟大疆确实牛逼，但是连TM炮弹产能都不够是什么鬼？要不是整个北约炮弹产能加起来打不过俄罗斯一家，俄乌能僵持到现在？造船工业直接关系到美国的海洋霸权，现在又折腾成啥样？民船我就不说了，整个帝国海军造船计划，从航母到驱逐舰再到护卫舰就没有一个不延期的。我就不说跟东大比下饺子了，你美连现有的海军规模都维持不住，这还玩个鬼？航天美国有太空竞赛留下来的丰厚遗产，航空领域又有波音麦道等等巨头，现在又成了啥样？NASA和波音简直是卧龙凤雏，还真不好说谁更烂一点。要我说我还是投波音一票，毕竟航天烂了好歹有Space X，波音作为“合众国长子”整成现在这样属实无语。半导体和ICT产业已经是美国经济和科技实力最核心的基石，夸张点已经可以说是当代美国的立国根基。至关重要的半导体制造，美国如今又搞成了什么样？我始终坚定看好国内半导体产业发展，更看好国内整体的产业升级，因此没少被扣“沸腾”、“海军”的帽子。但不得不说，对于台积电赴美的曲折，即使是我这种经常唱衰美国制造业和综合国力的“乐观派”也是大开眼界。台积电美国工厂 4 年未生产一颗芯片，该工厂累计投资 650 亿美元，是遇到什么问题了？说到底，美国乃至整个北约去工业化实在太狠，对国力根基的侵蚀实在太严重。美国在半导体、AI大模型和商业航天领域仍占据先手优势，这些都值得重视。但是说一千道一万，AI自动化和航天的优势总归需要地面上的能源和产能才能落地吧？看看美国停滞不前的发电量和基础设施，看看连半导体制造这种妥妥的高端制造业都开始出问题的制造业人才供给……情况不需要我多说。扭头再看某些神神的无脑吹捧，我是真的流汗黄豆。以目前半导体产业的迭代速度，AI大模型的耗能有可能在短时间内大幅下降吗？如果连最最基础的能源都保证不了，还谈什么“AI深度改造社会”呢？之前知乎有个问题，为什么说“美国把AI用来娱乐，中国把AI用于工业生产”？高票回答简直一片狂欢，对着国内又是好一通批判。然而事实上，国内将AI应用于实际工业生产，相关案例正在不断涌现。质量检测、缺陷控制、产线监控等等环节，目前都有一些新兴企业提供AI优化方案。甚至就连知乎连篇累牍批判的5G，如今工业端已经大批量落地，整套方案已经比较成熟。比亚迪、宁德时代、三一重工、海澜、万凯等等企业都有建设5G工厂，覆盖各种不同行业。美国直到最近才开始追赶，少数明星企业如特斯拉开始打造基于“私有5G基站”的工业互联网：说白了，美国并非不想将AI应用于工业端，而是本土还剩下多少制造业能被AI/5G赋能。另外，从超导到AI再到商业航天，某些人脑子里似乎总是紧绷着“产业革命”、“拉开代差”、“降维打击”的弦。恕我直言，脱离产业基础空谈“毕其功于一役”，大概率是唯心主义的幼稚病。回顾近几十年互联网、移动互联网、智能电动车等历次产业革命，哪一次中国不是借助产业革命的东风大幅缩短差距甚至实现反超？过去我不止一次说过，对于后发新兴工业国而言，每次产业革命都是难得的历史机遇。如今国内高科技高附加值产业仍在不断攻城掠地，可预见的未来内，任何新产业革命爆发中国都将是最大的受益国之一。反倒是日本欧洲，既没有产业实体承接AI产业革命，又没有足够庞大的本土市场来喂养新兴产业，甚至连传统优势产业也在逐步丢失。这种情况下，不对日本欧洲的前途命运担忧，反而对着中国的发展冷嘲热讽，我认为大概率是杞人忧天。
957503c2471a4b2b4dd1062874e0c01b,老风,people,非学无以广才，非志无以成学。,33,1,15,你们怕是不知道，马斯克8月的时候，连发三贴，拥抱日本，我爱日本，日本才是最棒的国度。并配图拥抱日本国旗，我当时在他的X下边喷了几句，还一堆人怼我，呵。现在又鼓吹中国工业和电力，这不用他吹，我们自己能干几碗饭，自己清楚，用不着你老马过来瞎BB。看人得看两面，他现在对中国表现的亲善，是因为特斯拉在中国卖的真好，而且上海的超级工厂对他来说真的很重要，但是，如果咱们像对待扎克博格一样，你试试他回头会怎么怼咱们？
1d01cd142f9c8f7d2c2cce18a0d7294f,凌乱的二叁4梧,people,,32,1,4,无人机这种实体要电制造就不说了，gpt那种人工智能的耗电量也是很恐怖的，可以说现代社会除开奢侈品能远离发电量这个概念，哪怕是服务业，各种app点单送达，亦或是呆在一个店铺里面空调或者制暖开着都需要电，现代社会，谁会在夏天去一个不开空调的商店餐厅。农业也是同理，收割机播种机无人机需要电，温室大棚更不用说了，化肥更是重中之重。高铁轻轨地铁更不用说，电力是动力。可以说，现代社会除开酷似垃圾袋的奢侈品这类东西，没有什么能离开电力，包括金融以及服务业，你要说用发电量衡量一个国家的实力有失标准那确实，但你要说一个发电量都没多少的国家强大无比就是搞笑，现代社会需要电的方面远远比你想象的多。
9974229ddd7062649eecd28f680103fa,huang liu,people,,32,1,5,中国工业用电量已经是美国几倍了，比整个西方加起来都强大，单论产能会更恐怖。中国主要是民用电不多，我们毕竟不是美国那样开着大空调加热游泳池这样搞法，未来我们生活提高大量提升家庭用电量是必然。
